Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Phora Durbar Kathmandu,O3,2023-09-09 09:00 PM,2023,09,09,21,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-09 10:00 PM,2023,09,09,22,8.0,7,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-09 11:00 PM,2023,09,09,23,9.0,8,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 12:00 AM,2023,09,10,00,8.0,7,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 01:00 AM,2023,09,10,01,10.0,9,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 02:00 AM,2023,09,10,02,7.0,6,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 03:00 AM,2023,09,10,03,8.0,7,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 04:00 AM,2023,09,10,04,11.0,10,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 05:00 AM,2023,09,10,05,13.0,12,Good,11.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 06:00 AM,2023,09,10,06,12.0,11,Good,9.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 07:00 AM,2023,09,10,07,12.0,11,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-10 08:00 AM,2023,09,10,08,11.0,10,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 09:00 AM,2023,09,10,09,20.0,19,Good,18.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 10:00 AM,2023,09,10,10,25.0,23,Good,25.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 11:00 AM,2023,09,10,11,29.0,27,Good,29.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 12:00 PM,2023,09,10,12,36.0,33,Good,37.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 01:00 PM,2023,09,10,13,39.0,36,Good,40.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 02:00 PM,2023,09,10,14,27.0,25,Good,26.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 03:00 PM,2023,09,10,15,30.0,28,Good,30.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 04:00 PM,2023,09,10,16,25.0,23,Good,25.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 05:00 PM,2023,09,10,17,23.0,21,Good,22.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 06:00 PM,2023,09,10,18,23.0,21,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-10 07:00 PM,2023,09,10,19,19.0,18,Good,17.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 08:00 PM,2023,09,10,20,14.0,13,Good,12.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 09:00 PM,2023,09,10,21,11.0,10,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 10:00 PM,2023,09,10,22,9.0,8,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-10 11:00 PM,2023,09,10,23,9.0,8,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 12:00 AM,2023,09,11,00,9.0,8,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 01:00 AM,2023,09,11,01,14.0,13,Good,11.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 02:00 AM,2023,09,11,02,11.0,10,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 03:00 AM,2023,09,11,03,10.0,9,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 04:00 AM,2023,09,11,04,10.0,9,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-11 05:00 AM,2023,09,11,05,7.0,6,Good,3.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 06:00 AM,2023,09,11,06,7.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 07:00 AM,2023,09,11,07,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 08:00 AM,2023,09,11,08,8.0,7,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 09:00 AM,2023,09,11,09,16.0,15,Good,14.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 10:00 AM,2023,09,11,10,26.0,24,Good,25.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 11:00 AM,2023,09,11,11,32.0,30,Good,33.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 12:00 PM,2023,09,11,12,33.0,31,Good,34.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 01:00 PM,2023,09,11,13,34.0,31,Good,35.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 02:00 PM,2023,09,11,14,27.0,25,Good,27.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 03:00 PM,2023,09,11,15,21.0,19,Good,20.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 04:00 PM,2023,09,11,16,19.0,18,Good,18.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 05:00 PM,2023,09,11,17,21.0,19,Good,19.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 06:00 PM,2023,09,11,18,19.0,18,Good,17.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 07:00 PM,2023,09,11,19,18.0,17,Good,16.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 08:00 PM,2023,09,11,20,17.0,16,Good,15.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 09:00 PM,2023,09,11,21,18.0,17,Good,16.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 10:00 PM,2023,09,11,22,15.0,14,Good,13.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-11 11:00 PM,2023,09,11,23,12.0,11,Good,9.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 12:00 AM,2023,09,12,00,12.0,11,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 01:00 AM,2023,09,12,01,12.0,11,Good,8.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 02:00 AM,2023,09,12,02,11.0,10,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 03:00 AM,2023,09,12,03,10.0,9,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 04:00 AM,2023,09,12,04,9.0,8,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 05:00 AM,2023,09,12,05,9.0,8,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 06:00 AM,2023,09,12,06,8.0,7,Good,4.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 07:00 AM,2023,09,12,07,10.0,9,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 08:00 AM,2023,09,12,08,10.0,9,Good,7.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 09:00 AM,2023,09,12,09,9.0,8,Good,5.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-12 10:00 AM,2023,09,12,10,9.0,8,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-12 11:00 AM,2023,09,12,11,9.0,8,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-15 02:00 PM,2023,09,15,14,21.0,19,Good,19.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-15 03:00 PM,2023,09,15,15,21.0,19,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-15 04:00 PM,2023,09,15,16,21.0,19,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-18 11:00 AM,2023,09,18,11,21.0,19,Good,19.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-18 12:00 PM,2023,09,18,12,21.0,19,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-18 01:00 PM,2023,09,18,13,21.0,19,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-20 12:00 AM,2023,09,20,00,12.0,11,Good,9.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-20 01:00 AM,2023,09,20,01,12.0,11,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-20 02:00 AM,2023,09,20,02,12.0,11,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-21 10:00 AM,2023,09,21,10,25.0,23,Good,24.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-21 11:00 AM,2023,09,21,11,25.0,23,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-21 12:00 PM,2023,09,21,12,25.0,23,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-26 05:00 PM,2023,09,26,17,18.0,17,Good,17.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-26 06:00 PM,2023,09,26,18,18.0,17,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-26 07:00 PM,2023,09,26,19,18.0,17,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-28 03:00 PM,2023,09,28,15,30.0,28,Good,30.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-09-28 04:00 PM,2023,09,28,16,30.0,28,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-09-28 05:00 PM,2023,09,28,17,30.0,28,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-01 01:00 PM,2023,10,01,13,38.0,35,Good,39.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-10-01 02:00 PM,2023,10,01,14,38.0,35,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-01 03:00 PM,2023,10,01,15,38.0,35,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-03 05:00 AM,2023,10,03,05,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-10-03 06:00 AM,2023,10,03,06,6.0,6,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-03 07:00 AM,2023,10,03,07,6.0,6,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-06 04:00 PM,2023,10,06,16,13.0,12,Good,10.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-10-06 05:00 PM,2023,10,06,17,13.0,12,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-06 06:00 PM,2023,10,06,18,13.0,12,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-07 09:00 PM,2023,10,07,21,12.0,11,Good,9.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-10-07 10:00 PM,2023,10,07,22,12.0,11,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-07 11:00 PM,2023,10,07,23,12.0,11,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-12 08:00 AM,2023,10,12,08,10.0,9,Good,6.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-10-12 09:00 AM,2023,10,12,09,10.0,9,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-12 10:00 AM,2023,10,12,10,10.0,9,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-13 08:00 PM,2023,10,13,20,18.0,17,Good,16.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-10-13 09:00 PM,2023,10,13,21,18.0,17,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-13 10:00 PM,2023,10,13,22,18.0,17,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-19 03:00 PM,2023,10,19,15,25.0,23,Good,25.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-10-19 04:00 PM,2023,10,19,16,25.0,23,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-19 05:00 PM,2023,10,19,17,25.0,23,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-29 12:00 PM,2023,10,29,12,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-10-29 01:00 PM,2023,10,29,13,6.0,6,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-10-29 02:00 PM,2023,10,29,14,6.0,6,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-11-07 09:00 AM,2023,11,07,09,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-11-07 10:00 AM,2023,11,07,10,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-11-07 11:00 AM,2023,11,07,11,6.0,6,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-11-07 12:00 PM,2023,11,07,12,6.0,6,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-11-09 03:00 PM,2023,11,09,15,6.0,6,Good,2.0,PPB,1 Hr,Valid
Phora Durbar Kathmandu,O3,2023-11-09 04:00 PM,2023,11,09,16,6.0,6,Good,-999.0,PPB,1 Hr,Missing
Phora Durbar Kathmandu,O3,2023-11-09 05:00 PM,2023,11,09,17,6.0,6,Good,-999.0,PPB,1 Hr,Missing
